name,split,t_s,sonar_m,pred_m,residual_m,abs_residual_m,psnr_db,render_ms
f023940,train,957.6,0.88,1.4082161744950445,0.5282161744950445,0.5282161744950445,39.33335876464844,4.272222518920898
f023945,train,957.8,0.88,1.4172308389484682,0.5372308389484682,0.5372308389484682,39.98398208618164,3.0498504638671875
f023950,train,958.0,0.772,1.4252855475044048,0.6532855475044048,0.6532855475044048,40.0016975402832,3.5059452056884766
f023955,train,958.2,0.715,1.4208043745510146,0.7058043745510146,0.7058043745510146,39.2497444152832,4.499912261962891
f023960,train,958.4,0.689,1.4437395733315443,0.7547395733315444,0.7547395733315444,39.8312873840332,4.504203796386719
f023965,train,958.6,0.652,1.4488643314837037,0.7968643314837037,0.7968643314837037,39.75033187866211,3.9930343627929688
f023970,train,958.8,0.628,1.4236499221712116,0.7956499221712116,0.7956499221712116,39.05369567871094,3.5109519958496094
f023975,test,959.0,0.628,1.399128957185272,0.7711289571852721,0.7711289571852721,39.444068908691406,4.003286361694336
f023980,train,959.2,0.588,1.3858740310349025,0.7978740310349025,0.7978740310349025,39.55022430419922,4.010438919067383
f023985,train,959.4,0.511,1.378746970555983,0.8677469705559829,0.8677469705559829,39.08978271484375,4.506587982177734
f023990,train,959.6,0.468,1.4305926380274505,0.9625926380274505,0.9625926380274505,39.74690246582031,3.0074119567871094
f023995,train,959.8,0.468,1.477401080299796,1.0094010802997961,1.0094010802997961,39.77790832519531,4.523038864135742
f024000,train,960.0,0.439,1.4739855064630758,1.0349855064630757,1.0349855064630757,39.06038284301758,3.9908885955810547
f024005,train,960.2,0.414,1.475211414972665,1.061211414972665,1.061211414972665,39.25508117675781,4.007577896118164
f024010,train,960.4,0.388,1.4809406312053779,1.0929406312053778,1.0929406312053778,38.414424896240234,3.5114288330078125
f024015,test,960.6,0.367,1.4573999682183978,1.0903999682183978,1.0903999682183978,36.69985580444336,4.524946212768555
f024020,train,960.8,0.367,1.4659135819751243,1.0989135819751243,1.0989135819751243,36.57469177246094,3.5054683685302734
f024025,train,961.0,0.343,1.469238157314051,1.126238157314051,1.126238157314051,37.41175842285156,4.510402679443359
f024030,train,961.2,0.355,1.4456642921724703,1.0906642921724703,1.0906642921724703,37.88947296142578,4.00543212890625
f024035,train,961.4,0.39,1.4661576234010254,1.0761576234010253,1.0761576234010253,38.67436599731445,3.9970874786376953
f024040,train,961.6,0.37,1.478263553777042,1.108263553777042,1.108263553777042,39.0007209777832,3.509521484375
f024045,train,961.8,0.37,1.4613233002577948,1.0913233002577947,1.0913233002577947,38.67295837402344,4.002094268798828
f024050,train,962.0,0.33,1.441370705802984,1.111370705802984,1.111370705802984,39.35698699951172,4.003286361694336
f024055,test,962.2,0.276,1.435283420542712,1.159283420542712,1.159283420542712,39.52223205566406,4.537343978881836
f024060,train,962.4,0.275,1.4145241367020547,1.1395241367020548,1.1395241367020548,39.069149017333984,4.012346267700195
f024065,train,962.6,0.234,1.420116184437479,1.186116184437479,1.186116184437479,39.80597686767578,4.519462585449219
f024070,train,962.8,0.194,1.4200658781426299,1.22606587814263,1.22606587814263,39.94139862060547,5.012750625610352
f024075,train,963.0,0.194,1.4331382483385806,1.2391382483385807,1.2391382483385807,39.07215881347656,4.496574401855469
f024080,train,963.2,0.168,1.434695954810641,1.2666959548106411,1.2666959548106411,38.96735382080078,3.997325897216797
f024085,train,963.4,0.154,1.449241628695072,1.295241628695072,1.295241628695072,30.408466339111328,5.509614944458008
f024090,train,963.6,0.118,1.4662088240300053,1.3482088240300052,1.3482088240300052,32.65242385864258,5.006074905395508
f024095,test,963.8,0.118,1.4888526934674757,1.3708526934674756,1.3708526934674756,33.54867172241211,4.031896591186523
f024100,train,964.0,0.116,1.4715727047703475,1.3555727047703474,1.3555727047703474,34.452266693115234,5.024194717407227
f024105,train,964.2,0.133,1.453493293152184,1.320493293152184,1.320493293152184,35.53584289550781,4.514217376708984
f024110,train,964.4,0.137,1.4333173387482434,1.2963173387482434,1.2963173387482434,36.634300231933594,4.5185089111328125
f024115,train,964.6,0.126,1.5341593251509265,1.4081593251509266,1.4081593251509266,37.478641510009766,5.087614059448242
f024120,train,964.8,0.126,1.5484950540981872,1.4224950540981873,1.4224950540981873,37.819820404052734,5.311727523803711
f024125,train,965.0,0.123,1.483856831221896,1.360856831221896,1.360856831221896,38.183780670166016,6.038188934326172
f024130,train,965.2,0.12,1.4526610034518475,1.3326610034518476,1.3326610034518476,38.834346771240234,4.039287567138672
f024135,test,965.4,0.129,1.4517945054710135,1.3227945054710135,1.3227945054710135,38.19780731201172,3.5016536712646484
f024140,train,965.6,0.143,1.4594318953632355,1.3164318953632355,1.3164318953632355,38.79644012451172,4.143476486206055
f024145,train,965.8,0.143,1.4652465205054255,1.3222465205054255,1.3222465205054255,38.89674758911133,4.995107650756836
f024150,train,966.0,0.147,1.5016090283400079,1.3546090283400078,1.3546090283400078,37.76685333251953,4.000186920166016
f024155,train,966.2,0.141,1.486915901115786,1.345915901115786,1.345915901115786,37.76455307006836,4.001140594482422
f024160,train,966.4,0.153,1.4760892039218982,1.3230892039218982,1.3230892039218982,37.32993698120117,4.506587982177734
f024165,train,966.6,0.164,1.5104212379046054,1.3464212379046054,1.3464212379046054,37.26557159423828,3.9932727813720703
f024170,train,966.8,0.164,1.488338563134118,1.324338563134118,1.324338563134118,37.323421478271484,4.009485244750977
f024175,test,967.0,0.147,1.6053134429196039,1.4583134429196039,1.4583134429196039,36.50678253173828,4.508733749389648
f024180,train,967.2,0.146,1.6230919111028035,1.4770919111028036,1.4770919111028036,35.519683837890625,4.342317581176758
f024185,train,967.4,0.14,1.8124460346241913,1.6724460346241914,1.6724460346241914,36.553653717041016,4.536628723144531
f024190,train,967.6,0.136,1.8290625391881434,1.6930625391881433,1.6930625391881433,37.27776336669922,4.518270492553711
f024195,train,967.8,0.136,1.5984418266267515,1.4624418266267516,1.4624418266267516,37.676177978515625,4.997968673706055
f024200,train,968.0,0.129,1.6615956784296955,1.5325956784296955,1.5325956784296955,38.49420166015625,3.997325897216797
f024205,train,968.2,0.132,1.4146435303084965,1.2826435303084964,1.2826435303084964,38.712276458740234,3.998994827270508
f024210,train,968.4,0.125,1.3685621816843698,1.2435621816843698,1.2435621816843698,38.24789047241211,3.999948501586914
f024215,test,968.6,0.124,1.3813196344745653,1.2573196344745652,1.2573196344745652,38.22105026245117,4.604339599609375
f024220,train,968.8,0.122,1.3966168844040414,1.2746168844040415,1.2746168844040415,38.018585205078125,4.003286361694336
f024225,train,969.0,0.122,1.4108049364279787,1.2888049364279786,1.2888049364279786,38.484371185302734,4.534244537353516
f024230,train,969.2,0.13,1.4348953913217761,1.304895391321776,1.304895391321776,39.43915557861328,3.506898880004883
f024235,train,969.4,0.123,1.4397342979274264,1.3167342979274264,1.3167342979274264,38.67155456542969,4.508256912231445
f024240,train,969.6,0.122,1.4527327737658322,1.330732773765832,1.330732773765832,38.35658264160156,3.4911632537841797
f024245,train,969.8,0.135,1.5175381253327886,1.3825381253327886,1.3825381253327886,39.169246673583984,4.502296447753906
f024250,train,970.0,0.135,1.5547736150706521,1.4197736150706521,1.4197736150706521,39.40983581542969,3.999948501586914
f024255,test,970.2,0.119,1.5958637967033853,1.4768637967033853,1.4768637967033853,38.56498718261719,4.652738571166992
f024260,train,970.4,0.119,1.6777636744271263,1.5587636744271263,1.5587636744271263,39.26679229736328,3.9997100830078125
f024265,train,970.6,0.119,1.7221535018348941,1.6031535018348941,1.6031535018348941,39.4291877746582,4.010200500488281
f024270,train,970.8,0.123,1.7233416247274633,1.6003416247274633,1.6003416247274633,38.96358871459961,3.998994827270508
f024275,train,971.0,0.123,1.6871527295059934,1.5641527295059934,1.5641527295059934,39.9290657043457,4.012107849121094
f024280,train,971.2,0.129,1.5911369054475988,1.4621369054475988,1.4621369054475988,39.73253631591797,5.024194717407227
f024285,train,971.4,0.148,1.5435165195763891,1.3955165195763892,1.3955165195763892,38.32292175292969,4.511117935180664
f024290,train,971.6,0.155,1.4952307491119754,1.3402307491119754,1.3402307491119754,38.345550537109375,4.511356353759766
f024295,test,971.8,0.16,1.4691062430297799,1.30910624302978,1.30910624302978,38.07987594604492,3.8890838623046875
f024300,train,972.0,0.16,1.503860738097453,1.343860738097453,1.343860738097453,37.61410140991211,4.115819931030273
